ADDRESS,SALE PRICE,SALE DATE,AREA,STRATA/NON STRATA,MULTI-PROPERTY SALE (Y/N),PROPERTY NUMBER,DEALING NUMBER,EXTRACTION DATE
"21/49 COOK ROAD, CENTENNIAL PARK NSW 2021","600000","4 December 2014","0","STRATA","Yes (2)","2116696","AJ221114","23 April 2017"
"71/49 COOK ROAD, CENTENNIAL PARK NSW 2021","600000","4 December 2014","0","STRATA","Yes (2)","2116757","AJ221114","23 April 2017"
"29/49 COOK ROAD, CENTENNIAL PARK NSW 2021","560000","27 August 2014","0","STRATA","No","2116704","AI948612","23 April 2017"
"104/49 COOK ROAD, CENTENNIAL PARK NSW 2021","600000","26 July 2014","0","STRATA","Yes (2)","2116790","AI881960","23 April 2017"
"61/49 COOK ROAD, CENTENNIAL PARK NSW 2021","600000","26 July 2014","0","STRATA","Yes (2)","2116732","AI881960","23 April 2017"
"13/49 COOK ROAD, CENTENNIAL PARK NSW 2021","329000","13 March 2014","0","STRATA","No","2116689","AI542656","23 April 2017"
"13/49 COOK ROAD, CENTENNIAL PARK NSW 2021","332500","20 December 2013","0","STRATA","Yes (2)","2116699","AI363974","23 April 2017"
"72/49 COOK ROAD, CENTENNIAL PARK NSW 2021","332500","20 December 2013","0","STRATA","Yes (2)","2116758","AI363974","23 April 2017"
"42/49 COOK ROAD, CENTENNIAL PARK NSW 2021","330000","6 December 2013","0","STRATA","No","2116715","AI337967","23 April 2017"
"65/49 COOK ROAD, CENTENNIAL PARK NSW 2021","137500","23 August 2013","0","STRATA","Yes (2)","2116751","AI20906","23 April 2017"
"73/49 COOK ROAD, CENTENNIAL PARK NSW 2021","137500","23 August 2013","0","STRATA","Yes (2)","2116743","AI20906","23 April 2017"
"42/49 COOK ROAD, CENTENNIAL PARK NSW 2021","305000","21 December 2012","0","STRATA","No","2116715","AH540705","23 April 2017"
"78/49 COOK ROAD, CENTENNIAL PARK NSW 2021","328000","30 November 2012","0","STRATA","No","2116748","AH523069","23 April 2017"
"28/49 COOK ROAD, CENTENNIAL PARK NSW 2021","295000","22 October 2012","0","STRATA","Yes (2)","2116703","AH493714","23 April 2017"
"81/49 COOK ROAD, CENTENNIAL PARK NSW 2021","295000","22 October 2012","0","STRATA","Yes (2)","2116767","AH493714","23 April 2017"
"77/49 COOK ROAD, CENTENNIAL PARK NSW 2021","365000","29 August 2012","0","STRATA","Yes (2)","2116747","AH347039","23 April 2017"
"85/49 COOK ROAD, CENTENNIAL PARK NSW 2021","365000","29 August 2012","0","STRATA","Yes (2)","2116771","AH347039","23 April 2017"
"104/49 COOK ROAD, CENTENNIAL PARK NSW 2021","480000","26 June 2012","0","STRATA","Yes (2)","2116790","AH171705","23 April 2017"
"61/49 COOK ROAD, CENTENNIAL PARK NSW 2021","480000","26 June 2012","0","STRATA","Yes (2)","2116732","AH171705","23 April 2017"
"29/49 COOK ROAD, CENTENNIAL PARK NSW 2021","395000","15 June 2012","0","STRATA","No","2116704","AH88741","23 April 2017"
"56/53 COOK ROAD, CENTENNIAL PARK NSW 2021","372525","21 April 2016","0","STRATA","No","2116838","AK481882","23 April 2017"
"23/53 COOK ROAD, CENTENNIAL PARK NSW 2021","405000","5 January 2016","0","STRATA","Yes (2)","2116808","AK153329","23 April 2017"
"75/53 COOK ROAD, CENTENNIAL PARK NSW 2021","405000","5 January 2016","0","STRATA","Yes (2)","2116871","AK153329","23 April 2017"
"12/53 COOK ROAD, CENTENNIAL PARK NSW 2021","542000","12 December 2015","0","STRATA","Yes (2)","2116798","AK179069","23 April 2017"
"92/53 COOK ROAD, CENTENNIAL PARK NSW 2021","542000","12 December 2015","0","STRATA","Yes (2)","2116888","AK179069","23 April 2017"
"23/53 COOK ROAD, CENTENNIAL PARK NSW 2021","405000","2 September 2015","0","STRATA","Yes (2)","2116808","AJ900166","23 April 2017"
"75/53 COOK ROAD, CENTENNIAL PARK NSW 2021","405000","2 September 2015","0","STRATA","Yes (2)","2116871","AJ900166","23 April 2017"
"24/53 COOK ROAD, CENTENNIAL PARK NSW 2021","366000","11 April 2015","0","STRATA","No","2116809","AJ619159","23 April 2017"
"23/53 COOK ROAD, CENTENNIAL PARK NSW 2021","340000","30 January 2015","0","STRATA","Yes (2)","2116808","AJ268632","23 April 2017"
"75/53 COOK ROAD, CENTENNIAL PARK NSW 2021","340000","30 January 2015","0","STRATA","Yes (2)","2116871","AJ268632","23 April 2017"
"21/53 COOK ROAD, CENTENNIAL PARK NSW 2021","601000","18 October 2014","0","STRATA","Yes (2)","2116806","AJ73123","23 April 2017"
"93/53 COOK ROAD, CENTENNIAL PARK NSW 2021","601000","18 October 2014","0","STRATA","Yes (2)","2116889","AJ73123","23 April 2017"
"27/53 COOK ROAD, CENTENNIAL PARK NSW 2021","652000","7 May 2013","0","STRATA","Yes (2)","2116812","AH825577","23 April 2017"
"88/53 COOK ROAD, CENTENNIAL PARK NSW 2021","652000","7 May 2013","0","STRATA","Yes (2)","2116884","AH825577","23 April 2017"
"74/53 COOK ROAD, CENTENNIAL PARK NSW 2021","312000","4 February 2013","0","STRATA","No","2116854","AH605620","23 April 2017"
"46/53 COOK ROAD, CENTENNIAL PARK NSW 2021","308500","28 September 2012","0","STRATA","No","2116829","AH395784","23 April 2017"
